palabra,sentimiento,word
deplorable,tristeza,deplorable
deplorar,enfado,deplore
deplorar,asco,deplore
deplorar,negativo,deplore
deplorar,tristeza,deplore
deportar,miedo,deport
deportar,negativo,deport
deportar,tristeza,deport
deportación,enfado,deportation
deportación,miedo,deportation
deportación,negativo,deportation
deportación,tristeza,deportation
depositario,confianza,depository
depravado,enfado,depraved
depravado,anticipación,depraved
depravado,asco,depraved
depravado,miedo,depraved
depravado,negativo,depraved
depravado,tristeza,depraved
depravación,enfado,depravity
depravación,asco,depravity
depravación,negativo,depravity
depreciar,enfado,depreciate
depreciar,asco,depreciate
depreciar,negativo,depreciate
depreciado,enfado,depreciated
depreciado,asco,depreciated
depreciado,miedo,depreciated
depreciado,negativo,depreciated
depreciado,tristeza,depreciated
depreciación,miedo,depreciation
depreciación,negativo,depreciation
deprimir,miedo,depress
deprimir,negativo,depress
deprimir,tristeza,depress
Deprimido,enfado,depressed
Deprimido,miedo,depressed
Deprimido,negativo,depressed
Deprimido,tristeza,depressed
deprimente,asco,depressing
deprimente,negativo,depressing
deprimente,tristeza,depressing
depresión,negativo,depression
depresión,tristeza,depression
depresivo,negativo,depressive
depresivo,tristeza,depressive
privación,enfado,deprivation
privación,asco,deprivation
privación,miedo,deprivation
privación,negativo,deprivation
privación,tristeza,deprivation
profundidad,positivo,depth
profundidad,confianza,depth
diputado,confianza,deputy
trastornado,enfado,deranged
trastornado,asco,deranged
trastornado,miedo,deranged
trastornado,negativo,deranged
abandonado,negativo,derelict
burla,enfado,derision
burla,asco,derision
burla,negativo,derision
dermatólogo,confianza,dermatologist
humillación,enfado,derogation
humillación,asco,derogation
humillación,miedo,derogation
humillación,negativo,derogation
humillación,tristeza,derogation
despectivo,enfado,derogatory
despectivo,asco,derogatory
despectivo,miedo,derogatory
despectivo,negativo,derogatory
despectivo,tristeza,derogatory
descendencia,miedo,descent
descendencia,tristeza,descent
descriptivo,positivo,descriptive
profanación,enfado,desecration
profanación,asco,desecration
profanación,miedo,desecration
profanación,negativo,desecration
profanación,tristeza,desecration
Desierto,enfado,desert
Desierto,asco,desert
Desierto,miedo,desert
Desierto,negativo,desert
Desierto,tristeza,desert
abandonado,enfado,deserted
abandonado,asco,deserted
abandonado,miedo,deserted
abandonado,negativo,deserted
abandonado,tristeza,deserted
deserción,negativo,desertion
merecer,enfado,deserve
merecer,anticipación,deserve
merecer,positivo,deserve
merecer,confianza,deserve
merecido,positivo,deserved
designacion,confianza,designation
diseñador,positivo,designer
deseable,positivo,desirable
deseando,positivo,desiring
deseoso,positivo,desirous
desistir,enfado,desist
desistir,asco,desist
desistir,negativo,desist
soledad,miedo,desolation
soledad,negativo,desolation
soledad,tristeza,desolation
desesperación,enfado,despair
desesperación,asco,despair
desesperación,miedo,despair
desesperación,negativo,despair
desesperación,tristeza,despair
desesperado,miedo,despairing
desesperado,negativo,despairing
desesperado,tristeza,despairing
desesperado,negativo,desperate
despreciable,enfado,despicable
despreciable,asco,despicable
despreciable,negativo,despicable
despreciar,enfado,despise
despreciar,asco,despise
despreciar,negativo,despise
despótico,miedo,despotic
despótico,negativo,despotic
despotismo,enfado,despotism
despotismo,asco,despotism
despotismo,miedo,despotism
despotismo,negativo,despotism
despotismo,tristeza,despotism
destino,anticipación,destination
destino,miedo,destination
destino,alegría,destination
destino,positivo,destination
destino,tristeza,destination
destino,sorpresa,destination
destinado,anticipación,destined
indigente,miedo,destitute
indigente,negativo,destitute
indigente,tristeza,destitute
destruido,enfado,destroyed
destruido,miedo,destroyed
destruido,negativo,destroyed
destruido,tristeza,destroyed
destructor,enfado,destroyer
destructor,miedo,destroyer
destructor,negativo,destroyer
destruyendo,enfado,destroying
destruyendo,miedo,destroying
destruyendo,negativo,destroying
destruyendo,tristeza,destroying
destrucción,enfado,destruction
destrucción,negativo,destruction
destructivo,enfado,destructive
destructivo,asco,destructive
destructivo,miedo,destructive
destructivo,negativo,destructive
desapego,negativo,detachment
detener,negativo,detain
detenido,enfado,detainee
detenido,anticipación,detainee
detenido,miedo,detainee
detenido,negativo,detainee
detenido,tristeza,detainee
detectar,positivo,detect
detección,positivo,detection
detención,negativo,detention
detención,tristeza,detention
deteriorarse,miedo,deteriorate
deteriorarse,negativo,deteriorate
deteriorarse,tristeza,deteriorate
deteriorado,asco,deteriorated
deteriorado,negativo,deteriorated
deteriorado,tristeza,deteriorated
deterioro,enfado,deterioration
deterioro,asco,deterioration
deterioro,miedo,deterioration
deterioro,negativo,deterioration
deterioro,tristeza,deterioration
determinado,anticipación,determinate
determinado,confianza,determinate
determinación,positivo,determination
determinación,confianza,determination
determinado,positivo,determined
detestar,enfado,detest
detestar,asco,detest
detestar,negativo,detest
detonar,miedo,detonate
detonar,negativo,detonate
detonar,sorpresa,detonate
detonación,enfado,detonation
detraer,enfado,detract
detraer,negativo,detract
detrimento,negativo,detriment
perjudicial,negativo,detrimental
detrito,negativo,detritus
devastar,enfado,devastate
devastar,miedo,devastate
devastar,negativo,devastate
devastar,tristeza,devastate
devastador,enfado,devastating
devastador,asco,devastating
devastador,miedo,devastating
devastador,negativo,devastating
devastador,tristeza,devastating
devastador,confianza,devastating
devastación,enfado,devastation
devastación,miedo,devastation
devastación,negativo,devastation
devastación,tristeza,devastation
devastación,sorpresa,devastation
desarrollar,anticipación,develop
desarrollar,positivo,develop
desviación,tristeza,deviation
diablo,enfado,devil
diablo,anticipación,devil
diablo,asco,devil
diablo,miedo,devil
diablo,negativo,devil
diablo,tristeza,devil
diabólico,asco,devilish
diabólico,miedo,devilish
diabólico,negativo,devilish
tortuoso,negativo,devious
devolución,negativo,devolution
piadoso,positivo,devotional
piadoso,confianza,devotional
devorar,negativo,devour
devoto,anticipación,devout
devoto,alegría,devout
devoto,positivo,devout
devoto,confianza,devout
destreza,positivo,dexterity
diabólico,enfado,diabolical
diabólico,asco,diabolical
diabólico,miedo,diabolical
diabólico,negativo,diabolical
diagnóstico,anticipación,diagnosis
diagnóstico,miedo,diagnosis
diagnóstico,negativo,diagnosis
diagnóstico,confianza,diagnosis
diamante,alegría,diamond
diamante,positivo,diamond
pañal,asco,diaper
Diarrea,asco,diarrhoea
diario,alegría,diary
diario,positivo,diary
diario,confianza,diary
diatriba,enfado,diatribe
diatriba,asco,diatribe
diatriba,negativo,diatribe
dictador,miedo,dictator
dictador,negativo,dictator
dictatorial,enfado,dictatorial
dictatorial,negativo,dictatorial
dictadura,enfado,dictatorship
dictadura,anticipación,dictatorship
dictadura,asco,dictatorship
dictadura,miedo,dictatorship
dictadura,negativo,dictatorship
dictadura,tristeza,dictatorship
diccionario,positivo,dictionary
diccionario,confianza,dictionary
dictamen,confianza,dictum
didáctico,positivo,didactic
morir,miedo,die
morir,negativo,die
morir,tristeza,die
dietético,anticipación,dietary
dietético,positivo,dietary
diferencial,confianza,differential
diferentemente,sorpresa,differently
difícil,miedo,difficult
dificultades,negativo,difficulties
dificultades,tristeza,difficulties
dificultad,enfado,difficulty
dificultad,miedo,difficulty
dificultad,negativo,difficulty
dificultad,tristeza,difficulty
dígito,confianza,digit
digno,positivo,dignified
dignidad,positivo,dignity
dignidad,confianza,dignity
divagar,anticipación,digress
divagar,negativo,digress
dique,miedo,dike
arruinado,asco,dilapidated
arruinado,negativo,dilapidated
arruinado,tristeza,dilapidated
diligencia,positivo,diligence
diligencia,confianza,diligence
diluido,negativo,dilute
disminuir,negativo,diminish
disminuir,tristeza,diminish
disminuido,negativo,diminished
estruendo,negativo,din
cena,positivo,dinner
dinosaurio,miedo,dinosaur
diplomacia,anticipación,diplomacy
diplomacia,positivo,diplomacy
diplomacia,confianza,diplomacy
diplomático,positivo,diplomatic
diplomático,confianza,diplomatic
terrible,asco,dire
terrible,miedo,dire
terrible,negativo,dire
terrible,tristeza,dire
terrible,sorpresa,dire
director,positivo,director
director,confianza,director
suciedad,asco,dirt
suciedad,negativo,dirt
sucio,asco,dirty
sucio,negativo,dirty
discapacidad,negativo,disability
discapacidad,tristeza,disability
inhabilitar,miedo,disable
inhabilitar,negativo,disable
inhabilitar,tristeza,disable
discapacitado,miedo,disabled
discapacitado,negativo,disabled
discapacitado,tristeza,disabled
desafecto,negativo,disaffected
discrepar,enfado,disagree
discrepar,negativo,disagree
en desacuerdo,enfado,disagreeing
en desacuerdo,negativo,disagreeing
en desacuerdo,tristeza,disagreeing
desacuerdo,enfado,disagreement
desacuerdo,negativo,disagreement
desacuerdo,tristeza,disagreement
desestimado,enfado,disallowed
desestimado,asco,disallowed
desestimado,miedo,disallowed
desestimado,negativo,disallowed
desestimado,tristeza,disallowed
desaparecer,miedo,disappear
decepcionar,enfado,disappoint
decepcionar,asco,disappoint
decepcionar,negativo,disappoint
decepcionar,tristeza,disappoint
decepcionado,enfado,disappointed
decepcionado,asco,disappointed
decepcionado,negativo,disappointed
decepcionado,tristeza,disappointed
decepcionante,negativo,disappointing
decepcionante,tristeza,disappointing
decepción,asco,disappointment
decepción,negativo,disappointment
decepción,tristeza,disappointment
desaprobación,negativo,disapproval
desaprobación,tristeza,disapproval
desaprobar,enfado,disapprove
desaprobar,asco,disapprove
desaprobar,miedo,disapprove
desaprobar,negativo,disapprove
desaprobar,tristeza,disapprove
desaprobado,enfado,disapproved
desaprobado,negativo,disapproved
desaprobado,tristeza,disapproved
desaprobación,enfado,disapproving
desaprobación,asco,disapproving
desaprobación,negativo,disapproving
desaprobación,tristeza,disapproving
desastre,enfado,disaster
desastre,asco,disaster
desastre,miedo,disaster
desastre,negativo,disaster
desastre,tristeza,disaster
desastre,sorpresa,disaster
desastroso,enfado,disastrous
desastroso,miedo,disastrous
desastroso,negativo,disastrous
desastroso,tristeza,disastrous
no creer,negativo,disbelieve
descartes,negativo,discards
descarga,negativo,discharge
discípulo,confianza,disciple
disciplina,miedo,discipline
disciplina,negativo,discipline
negar,enfado,disclaim
negar,asco,disclaim
negar,negativo,disclaim
negar,confianza,disclaim
divulgado,confianza,disclosed
descoloramiento,asco,discoloration
descoloramiento,negativo,discoloration
descolorado,asco,discolored
descolorado,negativo,discolored
descolorado,tristeza,discolored
incomodidad,negativo,discomfort
incomodidad,tristeza,discomfort
desconectar,negativo,disconnect
desconectar,tristeza,disconnect
desconectado,negativo,disconnected
desconectado,tristeza,disconnected
desconexión,negativo,disconnection
descontento,enfado,discontent
descontento,asco,discontent
descontento,miedo,discontent
descontento,negativo,discontent
descontento,tristeza,discontent
interrumpir,negativo,discontinue
discontinuidad,asco,discontinuity
discontinuidad,miedo,discontinuity
discontinuidad,negativo,discontinuity
discontinuidad,tristeza,discontinuity
discordia,enfado,discord
discordia,asco,discord
discordia,negativo,discord
desalentar,miedo,discourage
desalentar,negativo,discourage
desalentar,tristeza,discourage
desaliento,negativo,discouragement
descubrimiento,positivo,discovery
descrédito,negativo,discredit
discreto,anticipación,discreet
discreto,positivo,discreet
discreción,anticipación,discretion
discreción,positivo,discretion
discreción,confianza,discretion
discrecional,positivo,discretionary
discriminar,enfado,discriminate
discriminar,negativo,discriminate
discriminar,tristeza,discriminate
discriminante,asco,discriminating
discriminante,negativo,discriminating
discriminación,enfado,discrimination
